NWD741415 SRR9250210
NWD290494 SRR8018644
NWD290670 SRR8018645
NWD290771 SRR8018647
NWD290888 SRR8018648
NWD290915 SRR8018649
NWD290989 SRR8018650
NWD291032 SRR8018651
NWD291070 SRR8018652
NWD291260 SRR8018653
NWD291283 SRR8018654
NWD291428 SRR8018657
NWD291460 SRR8018658
NWD291465 SRR8018659
NWD291484 SRR8018660
NWD291579 SRR8018661
NWD291608 SRR8018662
NWD291641 SRR8018663
NWD291761 SRR8018664
NWD291776 SRR8018665
NWD292027 SRR8018666
NWD292505 SRR8018668
NWD292553 SRR8018669
NWD292557 SRR8018670
NWD292577 SRR8018671
NWD292811 SRR8018673
NWD292841 SRR8018674
NWD292964 SRR8018676
NWD293052 SRR8018677
NWD293242 SRR8018679
NWD293338 SRR8018680
NWD293457 SRR8018681
NWD293486 SRR8018682
NWD293542 SRR8018683
NWD293605 SRR8018685
NWD293628 SRR8018686
NWD293756 SRR8018687
NWD294006 SRR8018688
NWD294405 SRR8018689
NWD294426 SRR8018691
NWD294467 SRR8018692
NWD294549 SRR8018693
NWD294661 SRR8018694
NWD294919 SRR8018695
NWD295114 SRR8018696
NWD295229 SRR8018697
NWD295442 SRR8018698
NWD295504 SRR8018700
NWD295657 SRR8018702
NWD295780 SRR8018705
NWD295795 SRR8018706
NWD295824 SRR8018707
NWD295942 SRR8018708
NWD296042 SRR8018709
NWD296210 SRR8018710
NWD296251 SRR8018711
NWD296343 SRR8018712
NWD296494 SRR8018713
NWD296663 SRR8018714
NWD296718 SRR8018715
NWD296765 SRR8018716
NWD296847 SRR8018717
NWD296861 SRR8018718
NWD296931 SRR8018719
NWD297030 SRR8018720
NWD297046 SRR8018721
NWD297163 SRR8018722
NWD297164 SRR8018723
NWD297169 SRR8018724
NWD297203 SRR8018725
NWD297242 SRR8018727
NWD297364 SRR8018729
NWD297478 SRR8018731
NWD297499 SRR8018732
NWD297563 SRR8018733
NWD297881 SRR8018738
NWD297977 SRR8018739
NWD297987 SRR8018741
NWD298034 SRR8018742
NWD298295 SRR8018745
NWD298305 SRR8018746
NWD298342 SRR8018747
NWD298854 SRR8018750
NWD299012 SRR8018751
NWD299131 SRR8018752
NWD299323 SRR8018755
NWD299964 SRR8018757
NWD299991 SRR8018758
NWD300013 SRR8018759
NWD300045 SRR8018760
NWD300089 SRR8018761
NWD300115 SRR8018762
NWD300137 SRR8018763
NWD300159 SRR8018764
NWD300211 SRR8018765
NWD300397 SRR8018768
NWD300489 SRR8018769
NWD300519 SRR8018771
NWD300558 SRR8018772
NWD300564 SRR8018773
NWD300607 SRR8018775
NWD300993 SRR8018776
NWD301137 SRR8018777
NWD301157 SRR8018778
NWD301286 SRR8018779
NWD301321 SRR8018780
NWD301472 SRR8018781
NWD301570 SRR8018783
NWD301594 SRR8018784
NWD301879 SRR8018785
NWD302030 SRR8018786
NWD302120 SRR8018788
NWD302217 SRR8018789
NWD302222 SRR8018790
NWD302442 SRR8018791
NWD302478 SRR8018792
NWD302592 SRR8018793
NWD302676 SRR8018794
NWD302689 SRR8018795
NWD302721 SRR8018796
NWD302740 SRR8018797
NWD303003 SRR8018800
NWD303070 SRR8018801
NWD303140 SRR8018802
NWD303206 SRR8018803
NWD303228 SRR8018804
NWD303264 SRR8018805
NWD303297 SRR8018806
NWD303416 SRR8018807
NWD303417 SRR8018808
NWD303487 SRR8018810
NWD303624 SRR8018811
NWD303676 SRR8018812
NWD303684 SRR8018813
NWD303707 SRR8018814
NWD303943 SRR8018815
NWD304180 SRR8018817
NWD304196 SRR8018818
NWD304399 SRR8018821
NWD304493 SRR8018822
NWD304511 SRR8018823
NWD304561 SRR8018824
NWD304601 SRR8018825
NWD304767 SRR8018827
NWD304901 SRR8018828
NWD368550 SRR8018830
NWD368715 SRR8018831
NWD368760 SRR8018832
NWD368840 SRR8018833
NWD369072 SRR8018834
NWD369207 SRR8018835
NWD369435 SRR8018837
NWD369684 SRR8018839
NWD369768 SRR8018840
NWD369820 SRR8018841
NWD369866 SRR8018842
NWD370092 SRR8018844
NWD370240 SRR8018845
NWD370244 SRR8018846
NWD370363 SRR8018847
NWD370380 SRR8018848
NWD370427 SRR8018849
NWD370530 SRR8018850
NWD370537 SRR8018851
NWD370660 SRR8018852
NWD370669 SRR8018853
NWD370716 SRR8018854
NWD370762 SRR8018855
NWD370867 SRR8018856
NWD370992 SRR8018858
NWD371161 SRR8018859
NWD371388 SRR8018862
NWD371467 SRR8018863
NWD371520 SRR8018865
NWD371637 SRR8018866
NWD371712 SRR8018867
NWD371721 SRR8018868
NWD371797 SRR8018870
NWD371866 SRR8018871
NWD371914 SRR8018872
NWD371950 SRR8018873
NWD371954 SRR8018874
NWD372079 SRR8018875
NWD372087 SRR8018876
NWD372248 SRR8018880
NWD372256 SRR8018881
NWD372340 SRR8018882
NWD372385 SRR8018883
NWD372421 SRR8018884
NWD372459 SRR8018885
NWD372688 SRR8018886
NWD372703 SRR8018887
NWD372991 SRR8018888
NWD373078 SRR8018889
NWD373136 SRR8018891
NWD373348 SRR8018892
NWD373395 SRR8018893
NWD373457 SRR8018895
NWD373669 SRR8018898
NWD373692 SRR8018899
NWD374097 SRR8018904
NWD374171 SRR8018905
NWD374285 SRR8018906
NWD374356 SRR8018907
NWD374403 SRR8018908
NWD374617 SRR8018910
NWD374678 SRR8018911
NWD374698 SRR8018912
NWD374777 SRR8018913
NWD374784 SRR8018914
NWD374844 SRR8018915
NWD374861 SRR8018916
NWD374891 SRR8018917
NWD374979 SRR8018919
NWD375035 SRR8018920
NWD375312 SRR8018921
NWD375343 SRR8018922
NWD375344 SRR8018923
NWD375410 SRR8018924
NWD375416 SRR8018925
NWD375694 SRR8018926
NWD375945 SRR8018928
NWD375948 SRR8018929
NWD375962 SRR8018930
NWD376006 SRR8018931
NWD376175 SRR8018932
NWD376300 SRR8018934
NWD376346 SRR8018936
NWD376355 SRR8018937
NWD376712 SRR8018939
NWD376829 SRR8018940
NWD376983 SRR8018943
NWD377022 SRR8018944
NWD377089 SRR8018945
NWD377241 SRR8018946
NWD377362 SRR8018948
NWD377390 SRR8018949
NWD377512 SRR8018952
NWD377624 SRR8018953
NWD377634 SRR8018954
NWD377740 SRR8018955
NWD377799 SRR8018957
NWD377926 SRR8018958
NWD378015 SRR8018959
NWD378236 SRR8018960
NWD378377 SRR8018962
NWD378419 SRR8018964
NWD378504 SRR8018967
NWD378553 SRR8018968
NWD378565 SRR8018969
NWD378597 SRR8018970
NWD378636 SRR8018971
NWD378691 SRR8018972
NWD378727 SRR8018973
NWD378759 SRR8018974
NWD378778 SRR8018975
NWD378815 SRR8018976
NWD379070 SRR8018977
NWD379178 SRR8018978
NWD379237 SRR8018979
NWD379536 SRR8018980
NWD379730 SRR8018981
NWD379745 SRR8018982
NWD379947 SRR8018983
NWD380009 SRR8018984
NWD380248 SRR8018986
NWD380249 SRR8018987
NWD380482 SRR8018988
NWD380629 SRR8018991
NWD380648 SRR8018992
NWD380684 SRR8018993
NWD380899 SRR8018994
NWD380931 SRR8018995
NWD380986 SRR8018996
NWD381063 SRR8018998
NWD381081 SRR8018999
NWD381282 SRR8019000
NWD381496 SRR8019001
NWD381512 SRR8019002
NWD381529 SRR8019003
NWD381563 SRR8019004
NWD381585 SRR8019005
NWD381612 SRR8019006
NWD381770 SRR8019007
NWD382033 SRR8019009
NWD382401 SRR8019010
NWD382553 SRR8019012
NWD382575 SRR8019013
NWD382679 SRR8019014
NWD382797 SRR8019015
NWD382811 SRR8019016
NWD382845 SRR8019017
NWD382937 SRR8019018
NWD383291 SRR8019021
NWD383303 SRR8019022
NWD383442 SRR8019023
NWD383444 SRR8019024
NWD383508 SRR8019025
NWD383731 SRR8019026
NWD383977 SRR8019027
NWD384072 SRR8019028
NWD384132 SRR8019029
NWD384161 SRR8019031
NWD384422 SRR8019032
NWD384506 SRR8019034
NWD384670 SRR8019036
NWD384783 SRR8019038
NWD384816 SRR8019039
NWD384999 SRR8019041
NWD385005 SRR8019042
NWD385127 SRR8019043
NWD385135 SRR8019044
NWD385696 SRR8019047
NWD385822 SRR8019048
NWD385943 SRR8019049
NWD386010 SRR8019050
NWD386103 SRR8019052
NWD386182 SRR8019053
NWD386264 SRR8019054
NWD386864 SRR8019057
NWD387161 SRR8019058
NWD387310 SRR8019059
NWD387596 SRR8019062
NWD387891 SRR8019063
NWD388042 SRR8019064
NWD388082 SRR8019065
NWD388210 SRR8019066
NWD388356 SRR8019068
NWD388459 SRR8019069
NWD388471 SRR8019070
NWD388511 SRR8019071
NWD388521 SRR8019072
NWD388958 SRR8019073
NWD388960 SRR8019074
NWD389099 SRR8019075
NWD389239 SRR8019076
NWD389261 SRR8019077
NWD389384 SRR8019079
NWD389637 SRR8019081
NWD389665 SRR8019082
NWD389736 SRR8019083
NWD389753 SRR8019084
NWD389953 SRR8019085
NWD390007 SRR8019086
NWD390112 SRR8019089
NWD390189 SRR8019090
NWD390213 SRR8019091
NWD390220 SRR8019092
NWD390325 SRR8019093
NWD390423 SRR8019094
NWD390556 SRR8019095
NWD390585 SRR8019096
NWD390600 SRR8019097
NWD390855 SRR8019098
NWD390950 SRR8019099
NWD391218 SRR8019103
NWD391517 SRR8019105
NWD391552 SRR8019106
NWD391756 SRR8019108
NWD391824 SRR8019109
NWD391861 SRR8019110
NWD391940 SRR8019111
NWD391953 SRR8019112
NWD391986 SRR8019113
NWD392086 SRR8019114
NWD392220 SRR8019115
NWD392269 SRR8019116
NWD392273 SRR8019117
NWD392453 SRR8019118
NWD392456 SRR8019119
NWD392482 SRR8019120
NWD392484 SRR8019121
NWD392577 SRR8019122
NWD392658 SRR8019123
NWD392991 SRR8019125
NWD393089 SRR8019126
NWD393182 SRR8019127
NWD393213 SRR8019128
NWD393243 SRR8019129
NWD393514 SRR8019130
NWD393538 SRR8019131
NWD393598 SRR8019132
NWD393641 SRR8019133
NWD393763 SRR8019135
NWD393938 SRR8019137
NWD394001 SRR8019138
NWD394040 SRR8019139
NWD394061 SRR8019140
NWD394129 SRR8019141
NWD394169 SRR8019142
NWD394567 SRR8019145
NWD394703 SRR8019149
NWD394756 SRR8019150
NWD394985 SRR8019151
NWD395191 SRR8019153
NWD395302 SRR8019154
NWD395421 SRR8019156
NWD395519 SRR8019157
NWD395645 SRR8019159
NWD395727 SRR8019160
NWD395731 SRR8019161
NWD395835 SRR8019163
NWD395872 SRR8019164
NWD396032 SRR8019165
NWD396157 SRR8019166
NWD396201 SRR8019167
NWD396320 SRR8019168
NWD396374 SRR8019169
NWD396593 SRR8019170
NWD396605 SRR8019171
NWD396721 SRR8019172
NWD396732 SRR8019173
NWD396939 SRR8019175
NWD396948 SRR8019176
NWD397072 SRR8019178
NWD397120 SRR8019179
NWD397154 SRR8019180
NWD397168 SRR8019181
NWD397245 SRR8019183
NWD397388 SRR8019184
NWD397391 SRR8019185
NWD397787 SRR8019188
NWD397790 SRR8019189
NWD397944 SRR8019191
NWD397987 SRR8019192
NWD398292 SRR8019194
NWD398381 SRR8019196
NWD398458 SRR8019197
NWD398640 SRR8019199
NWD398734 SRR8019200
NWD398755 SRR8019201
NWD398810 SRR8019202
NWD398869 SRR8019203
NWD398917 SRR8019204
NWD399076 SRR8019206
NWD399248 SRR8019208
NWD399276 SRR8019209
NWD399278 SRR8019210
NWD399425 SRR8019211
NWD399440 SRR8019212
NWD399844 SRR8019213
NWD399879 SRR8019214
NWD399979 SRR8019216
NWD400236 SRR8019217
NWD400544 SRR8019218
NWD400564 SRR8019219
NWD400595 SRR8019220
NWD400607 SRR8019221
NWD400688 SRR8019222
NWD400772 SRR8019223
NWD401198 SRR8019225
NWD401272 SRR8019226
NWD401447 SRR8019227
NWD401759 SRR8019228
NWD402039 SRR8019229
NWD402056 SRR8019230
NWD402169 SRR8019231
NWD402170 SRR8019232
NWD402204 SRR8019233
NWD402489 SRR8019235
NWD402678 SRR8019237
NWD402792 SRR8019240
NWD402799 SRR8019241
NWD402918 SRR8019242
NWD402935 SRR8019243
NWD402956 SRR8019244
NWD402964 SRR8019245
NWD403116 SRR8019247
NWD403281 SRR8019249
NWD403374 SRR8019250
NWD403484 SRR8019251
NWD403588 SRR8019252
NWD403667 SRR8019253
NWD403766 SRR8019254
NWD403909 SRR8019255
NWD403956 SRR8019257
NWD403969 SRR8019258
NWD404141 SRR8019259
NWD404161 SRR8019260
NWD404177 SRR8019261
NWD404368 SRR8019262
NWD404383 SRR8019263
NWD404414 SRR8019264
NWD404758 SRR8019267
NWD404835 SRR8019268
NWD405028 SRR8019269
NWD405037 SRR8019270
NWD405103 SRR8019271
NWD405130 SRR8019273
NWD405147 SRR8019274
NWD405270 SRR8019275
NWD405276 SRR8019276
NWD405403 SRR8019278
NWD405509 SRR8019279
NWD405624 SRR8019280
NWD405682 SRR8019281
NWD405910 SRR8019283
NWD405922 SRR8019284
NWD406111 SRR8019286
NWD406596 SRR8019288
NWD406652 SRR8019289
NWD406666 SRR8019290
NWD406813 SRR8019292
NWD407111 SRR8019293
NWD407214 SRR8019294
NWD407256 SRR8019295
NWD407319 SRR8019296
NWD407338 SRR8019297
NWD407405 SRR8019298
NWD407428 SRR8019300
NWD407459 SRR8019301
NWD407475 SRR8019302
NWD407514 SRR8019303
NWD407537 SRR8019304
NWD407554 SRR8019305
NWD407573 SRR8019306
NWD407574 SRR8019307
NWD407707 SRR8019310
NWD407730 SRR8019311
NWD407783 SRR8019312
NWD407892 SRR8019313
NWD408023 SRR8019314
NWD408032 SRR8019315
NWD408076 SRR8019316
NWD408138 SRR8019317
NWD408389 SRR8019318
NWD408548 SRR8019320
NWD408723 SRR8019323
NWD409020 SRR8019325
NWD409022 SRR8019326
NWD409030 SRR8019327
NWD409182 SRR8019328
NWD409225 SRR8019329
NWD409272 SRR8019330
NWD409299 SRR8019332
NWD409320 SRR8019333
NWD409368 SRR8019334
NWD409370 SRR8019335
NWD409575 SRR8019336
NWD409612 SRR8019337
NWD409825 SRR8019338
NWD409902 SRR8019339
NWD409958 SRR8019340
NWD410070 SRR8019341
NWD410094 SRR8019342
NWD410207 SRR8019343
NWD410570 SRR8019344
NWD410715 SRR8019345
NWD410804 SRR8019346
NWD410833 SRR8019347
NWD410884 SRR8019348
NWD411053 SRR8019349
NWD411070 SRR8019350
NWD411084 SRR8019351
NWD411132 SRR8019352
NWD411363 SRR8019353
NWD411456 SRR8019354
NWD411500 SRR8019355
NWD411590 SRR8019356
NWD411747 SRR8019357
NWD411779 SRR8019358
NWD411899 SRR8019359
NWD412029 SRR8019360
NWD412156 SRR8019361
NWD412167 SRR8019362
NWD412217 SRR8019363
NWD412255 SRR8019365
NWD412278 SRR8019366
NWD412400 SRR8019367
NWD412436 SRR8019368
NWD412518 SRR8019369
NWD412657 SRR8019370
NWD412703 SRR8019371
NWD412729 SRR8019372
NWD412751 SRR8019373
NWD412810 SRR8019375
NWD413322 SRR8019377
NWD413453 SRR8019378
NWD413473 SRR8019379
NWD413582 SRR8019380
NWD413641 SRR8019381
NWD413709 SRR8019383
NWD413710 SRR8019384
NWD413739 SRR8019385
NWD413751 SRR8019386
NWD413767 SRR8019387
NWD413794 SRR8019388
NWD414130 SRR8019389
NWD414468 SRR8019392
NWD414537 SRR8019393
NWD414561 SRR8019394
NWD414688 SRR8019395
NWD414723 SRR8019396
NWD414885 SRR8019397
NWD414894 SRR8019398
NWD415129 SRR8019399
NWD415218 SRR8019400
NWD415301 SRR8019401
NWD415790 SRR8019403
NWD415966 SRR8019406
NWD416061 SRR8019407
NWD416100 SRR8019408
NWD416331 SRR8019409
NWD416363 SRR8019410
NWD416437 SRR8019411
NWD416466 SRR8019412
NWD416486 SRR8019413
NWD416523 SRR8019414
NWD416878 SRR8019418
NWD416901 SRR8019419
NWD417037 SRR8019420
NWD417330 SRR8019422
NWD417354 SRR8019423
NWD417505 SRR8019425
NWD417647 SRR8019428
NWD417687 SRR8019429
NWD417705 SRR8019430
NWD417949 SRR8019432
NWD417980 SRR8019433
NWD418026 SRR8019435
NWD418059 SRR8019436
NWD418372 SRR8019437
NWD418704 SRR8019438
NWD418760 SRR8019439
NWD418795 SRR8019440
NWD418830 SRR8019441
NWD418847 SRR8019442
NWD418885 SRR8019443
NWD418918 SRR8019444
NWD419013 SRR8019445
NWD419265 SRR8019448
NWD419316 SRR8019449
NWD419337 SRR8019450
NWD419565 SRR8019452
NWD419670 SRR8019453
NWD419818 SRR8019456
NWD419887 SRR8019457
NWD420063 SRR8019459
NWD420148 SRR8019460
NWD420248 SRR8019462
NWD420430 SRR8019463
NWD420475 SRR8019464
NWD420580 SRR8019465
NWD420597 SRR8019466
NWD420645 SRR8019467
NWD420646 SRR8019468
NWD420649 SRR8019469
NWD420696 SRR8019470
NWD420971 SRR8019471
NWD420986 SRR8019472
NWD421119 SRR8019473
NWD421359 SRR8019475
NWD421383 SRR8019476
NWD421411 SRR8019477
NWD421878 SRR8019478
NWD421994 SRR8019479
NWD422037 SRR8019480
NWD422277 SRR8019482
NWD422301 SRR8019483
NWD422493 SRR8019484
NWD422709 SRR8019486
NWD422807 SRR8019488
NWD423026 SRR8019491
NWD423134 SRR8019492
NWD423171 SRR8019494
NWD423412 SRR8019495
NWD423790 SRR8019498
NWD424046 SRR8019499
NWD424107 SRR8019500
NWD424307 SRR8019502
NWD424330 SRR8019503
NWD424397 SRR8019504
NWD424494 SRR8019505
NWD424637 SRR8019507
NWD424646 SRR8019508
NWD424709 SRR8019509
NWD424813 SRR8019510
NWD424901 SRR8019512
NWD424909 SRR8019513
NWD424999 SRR8019514
NWD425304 SRR8019517
NWD425428 SRR8019519
NWD425507 SRR8019522
NWD425592 SRR8019523
NWD425727 SRR8019524
NWD425751 SRR8019525
NWD426089 SRR8019527
NWD426135 SRR8019528
NWD426139 SRR8019529
NWD426163 SRR8019530
NWD426345 SRR8019532
NWD426369 SRR8019533
NWD426557 SRR8019535
NWD426670 SRR8019536
NWD426719 SRR8019537
NWD426795 SRR8019538
NWD426815 SRR8019539
NWD426883 SRR8019540
NWD427006 SRR8019541
NWD427030 SRR8019542
NWD427086 SRR8019543
NWD427239 SRR8019544
NWD427328 SRR8019545
NWD427456 SRR8019546
NWD427572 SRR8019547
NWD427664 SRR8019548
NWD427684 SRR8019549
NWD427694 SRR8019550
NWD427741 SRR8019551
NWD427931 SRR8019553
NWD427949 SRR8019554
NWD428269 SRR8019555
NWD428289 SRR8019556
NWD428304 SRR8019557
NWD428371 SRR8019558
NWD428411 SRR8019559
NWD428431 SRR8019560
NWD428485 SRR8019561
NWD428825 SRR8019564
NWD428956 SRR8019565
NWD429035 SRR8019566
NWD429126 SRR8019567
NWD429257 SRR8019569
NWD429301 SRR8019570
NWD429354 SRR8019571
NWD429553 SRR8019573
NWD429578 SRR8019574
NWD429606 SRR8019575
NWD429737 SRR8019576
NWD429878 SRR8019577
NWD429967 SRR8019578
NWD430001 SRR8019579
NWD430178 SRR8019581
NWD430240 SRR8019582
NWD430347 SRR8019583
NWD430382 SRR8019584
NWD430396 SRR8019585
NWD430441 SRR8019586
NWD430604 SRR8019588
NWD430991 SRR8019589
NWD431152 SRR8019590
NWD431155 SRR8019591
NWD431164 SRR8019592
NWD431174 SRR8019593
NWD431207 SRR8019594
NWD431235 SRR8019595
NWD431270 SRR8019596
NWD431282 SRR8019597
NWD431504 SRR8019598
NWD431521 SRR8019599
NWD431656 SRR8019600
NWD431771 SRR8019601
NWD432054 SRR8019603
NWD432060 SRR8019604
NWD432064 SRR8019605
NWD432082 SRR8019606
NWD432108 SRR8019607
NWD432196 SRR8019608
NWD432262 SRR8019609
NWD432396 SRR8019610
NWD432451 SRR8019611
NWD432610 SRR8019612
NWD432614 SRR8019613
NWD432633 SRR8019614
NWD432643 SRR8019615
NWD432659 SRR8019616
NWD432807 SRR8019617
NWD432851 SRR8019618
NWD432870 SRR8019619
NWD432959 SRR8019621
NWD432966 SRR8019622
NWD433037 SRR8019623
NWD433109 SRR8019624
NWD433142 SRR8019626
NWD433162 SRR8019627
NWD433245 SRR8019628
NWD433309 SRR8019629
NWD433433 SRR8019630
NWD433473 SRR8019631
NWD433701 SRR8019633
NWD433799 SRR8019634
NWD433947 SRR8019635
NWD433967 SRR8019636
NWD434079 SRR8019637
NWD434374 SRR8019640
NWD434554 SRR8019641
NWD434680 SRR8019642
NWD434809 SRR8019643
NWD434813 SRR8019644
NWD434834 SRR8019645
NWD435181 SRR8019646
NWD435201 SRR8019647
NWD435226 SRR8019648
NWD435322 SRR8019649
NWD435344 SRR8019650
NWD435380 SRR8019651
NWD435601 SRR8019652
NWD435617 SRR8019653
NWD435657 SRR8019655
NWD435768 SRR8019656
NWD435848 SRR8019658
NWD435854 SRR8019659
NWD435945 SRR8019660
NWD436156 SRR8019662
NWD436179 SRR8019663
NWD436333 SRR8019664
NWD436413 SRR8019665
NWD436434 SRR8019666
NWD436497 SRR8019667
NWD436529 SRR8019668
NWD436543 SRR8019669
NWD436705 SRR8019671
NWD436729 SRR8019672
NWD436932 SRR8019674
NWD437073 SRR8019675
NWD437184 SRR8019676
NWD437189 SRR8019677
NWD437285 SRR8019678
NWD437375 SRR8019679
NWD437378 SRR8019680
NWD437459 SRR8019681
NWD437657 SRR8019682
NWD437806 SRR8019683
NWD437905 SRR8019684
NWD437940 SRR8019685
NWD437972 SRR8019688
NWD438001 SRR8019690
NWD438090 SRR8019691
NWD438110 SRR8019692
NWD438183 SRR8019694
NWD438191 SRR8019695
NWD438272 SRR8019697
NWD438381 SRR8019698
NWD438382 SRR8019699
NWD438411 SRR8019701
NWD438553 SRR8019702
NWD438633 SRR8019704
NWD438733 SRR8019705
NWD439009 SRR8019709
NWD439011 SRR8019710
NWD439056 SRR8019711
NWD439317 SRR8019714
NWD439344 SRR8019716
NWD439563 SRR8019718
NWD439618 SRR8019719
NWD439645 SRR8019720
NWD439800 SRR8019721
NWD439912 SRR8019724
NWD440136 SRR8019725
NWD440382 SRR8019727
NWD440629 SRR8019729
NWD440707 SRR8019730
NWD441248 SRR8019733
NWD441410 SRR8019734
NWD441725 SRR8019736
NWD441819 SRR8019737
NWD441894 SRR8019739
NWD442073 SRR8019743
NWD442109 SRR8019744
NWD442336 SRR8019745
NWD442548 SRR8019746
NWD442562 SRR8019747
NWD442887 SRR8019749
NWD443041 SRR8019750
NWD443042 SRR8019751
NWD443206 SRR8019752
NWD443403 SRR8019753
NWD444043 SRR8019759
NWD444067 SRR8019760
NWD444122 SRR8019761
NWD444189 SRR8019762
NWD444392 SRR8019764
NWD444594 SRR8019765
NWD444697 SRR8019767
NWD444851 SRR8019768
NWD444911 SRR8019769
NWD445115 SRR8019770
NWD445234 SRR8019771
NWD445315 SRR8019772
NWD445555 SRR8019773
NWD445678 SRR8019775
NWD445803 SRR8019776
NWD445848 SRR8019777
NWD445892 SRR8019778
NWD445930 SRR8019779
NWD446257 SRR8019780
NWD446400 SRR8019781
NWD446447 SRR8019782
NWD446751 SRR8019783
NWD446825 SRR8019784
NWD447007 SRR8019786
NWD447065 SRR8019788
NWD447097 SRR8019789
NWD447248 SRR8019790
NWD447279 SRR8019791
NWD447418 SRR8019793
NWD447542 SRR8019794
NWD447860 SRR8019795
NWD448216 SRR8019799
NWD448262 SRR8019800
NWD448672 SRR8019802
NWD448675 SRR8019803
NWD448727 SRR8019805
NWD448835 SRR8019806
NWD449293 SRR8019809
NWD449454 SRR8019811
NWD449677 SRR8019812
NWD449683 SRR8019813
NWD449944 SRR8019814
NWD449974 SRR8019815
NWD449986 SRR8019816
NWD450079 SRR8019817
NWD450083 SRR8019818
NWD450267 SRR8019819
NWD450438 SRR8019820
NWD450455 SRR8019821
NWD450463 SRR8019822
NWD450711 SRR8019824
NWD450899 SRR8019825
NWD451131 SRR8019826
NWD451272 SRR8019827
NWD451283 SRR8019828
NWD451305 SRR8019830
NWD451764 SRR8019832
NWD451870 SRR8019833
NWD451888 SRR8019834
NWD452515 SRR8019839
NWD452852 SRR8019841
NWD452997 SRR8019843
NWD453160 SRR8019844
NWD453313 SRR8019845
NWD453355 SRR8019846
NWD453360 SRR8019847
NWD453473 SRR8019850
NWD453636 SRR8019851
NWD453706 SRR8019852
NWD453830 SRR8019853
NWD453903 SRR8019854
NWD453934 SRR8019855
NWD454101 SRR8019857
NWD454247 SRR8019859
NWD454313 SRR8019860
NWD454319 SRR8019861
NWD454523 SRR8019865
NWD454529 SRR8019866
NWD454575 SRR8019867
NWD454704 SRR8019869
NWD454792 SRR8019871
NWD454981 SRR8019873
NWD454984 SRR8019874
NWD455107 SRR8019877
NWD455617 SRR8019881
NWD455632 SRR8019882
NWD455765 SRR8019883
NWD455810 SRR8019885
NWD455882 SRR8019886
NWD455976 SRR8019888
NWD455998 SRR8019889
NWD456042 SRR8019890
NWD456138 SRR8019891
NWD456229 SRR8019892
NWD456273 SRR8019893
NWD456977 SRR8019898
NWD457035 SRR8019899
NWD457064 SRR8019900
NWD457210 SRR8019902
NWD457392 SRR8019905
NWD457519 SRR8019906
NWD457588 SRR8019907
NWD457616 SRR8019908
NWD457661 SRR8019909
NWD457812 SRR8019912
NWD457815 SRR8019913
NWD457850 SRR8019914
NWD457950 SRR8019916
NWD458200 SRR8019918
NWD458427 SRR8019920
NWD458438 SRR8019921
NWD458512 SRR8019923
NWD458759 SRR8019924
NWD458764 SRR8019925
NWD458793 SRR8019926
NWD458883 SRR8019927
NWD459181 SRR8019928
NWD459288 SRR8019930
NWD459466 SRR8019932
NWD459642 SRR8019933
NWD459665 SRR8019934
NWD459674 SRR8019935
NWD459843 SRR8019937
NWD459924 SRR8019938
NWD459979 SRR8019939
NWD460172 SRR8019940
NWD460267 SRR8019942
NWD460453 SRR8019943
NWD460469 SRR8019944
NWD460619 SRR8019945
NWD460897 SRR8019946
NWD461028 SRR8019948
NWD461433 SRR8019950
NWD461474 SRR8019951
NWD461748 SRR8019952
NWD461890 SRR8019953
NWD461915 SRR8019954
NWD462093 SRR8019955
NWD462099 SRR8019956
NWD462111 SRR8019958
NWD462214 SRR8019959
NWD462217 SRR8019960
NWD462366 SRR8019961
NWD462375 SRR8019962
NWD462413 SRR8019963
NWD462578 SRR8019964
NWD462693 SRR8019966
NWD462760 SRR8019967
NWD462789 SRR8019968
NWD462917 SRR8019969
NWD463009 SRR8019970
NWD463260 SRR8019971
NWD463338 SRR8019972
NWD463735 SRR8019973
NWD463895 SRR8019975
NWD463911 SRR8019976
NWD463915 SRR8019977
NWD463999 SRR8019978
NWD464008 SRR8019979
NWD464026 SRR8019980
NWD464030 SRR8019981
NWD464065 SRR8019982
NWD464115 SRR8019983
NWD464230 SRR8019985
NWD464389 SRR8019986
NWD464704 SRR8019987
NWD464902 SRR8019989
NWD464945 SRR8019990
NWD465009 SRR8019992
NWD465027 SRR8019993
NWD465042 SRR8019994
NWD465045 SRR8019995
NWD465069 SRR8019996
NWD465252 SRR8019997
NWD465265 SRR8019998
NWD465352 SRR8020001
NWD465622 SRR8020003
NWD465671 SRR8020004
NWD465794 SRR8020005
NWD465828 SRR8020007
NWD465924 SRR8020008
NWD465979 SRR8020009
NWD466113 SRR8020011
NWD466219 SRR8020012
NWD466383 SRR8020014
NWD466453 SRR8020015
NWD466470 SRR8020016
NWD466588 SRR8020018
NWD466592 SRR8020019
NWD466766 SRR8020023
NWD466826 SRR8020026
NWD467045 SRR8020028
NWD304926 SRR8020029
NWD305025 SRR8020030
NWD305044 SRR8020031
NWD305083 SRR8020032
NWD305282 SRR8020034
NWD305316 SRR8020035
NWD305361 SRR8020036
NWD305363 SRR8020037
NWD305427 SRR8020038
NWD305500 SRR8020039
NWD305610 SRR8020041
NWD305740 SRR8020042
NWD306130 SRR8020043
NWD306343 SRR8020044
NWD306414 SRR8020045
NWD306439 SRR8020046
NWD306494 SRR8020047
